filename,size_mb,domain,confidence,is_book,title,authors_str,year,priority_score,duplicate_group,flags_str,sha256,pages
1 Claude Cohen-Tannoudji Bernard Diu Frank LaloÃ - Quantum Mechanics Volume 1 2nd Edition 1 2019 Wiley - libgenli.pdf,47.0,physics,low,True,"Quantum Mechanics, Volume 1",Claude Cohen-Tannoudji; Bernard Diu; Franck Lalo,2019,80,,,3c07e21036bc76cf506b61bbea7cb601730bfddd5db47907f543d70f78854ea7,948
"George B. Thomas , Maurice D. Weir , Joel R. Hass - Instructor's Solutions Manual to Thomas' Calculus_ Early Transcendentals, 13th Edition-Pearson (2013).pdf",75.0,mathematics,low,True,"Instructor's Solutions Manual to Thomas' Calculus: Early Transcendentals, 13th Edition",George B. Thomas; Maurice D. Weir; Joel R. Hass,2013,80,,,1e3793f73e9d78e3a5f43bd7ee7d0b2ad38eb23cf38b100282354e4e80779e14,1267
" C. Cohen-Tannoudji, B. Diu, F. Laloe - Quantum Mechanics 1-3. Basic Concepts, Tools, and Applications_ Angular Momentum, Spin, and Approximation_ Fermions, Bosons, Pho (2019, Wiley-VCH) - libgen.li.pdf",116.5,physics,low,True,"C. Cohen-Tannoudji, B. Diu, F. Laloe - Quantum Mechanics 1-3. Basic Concepts, Tools, and Applications: Angular Momentum, Spin, and Approximation: Fermions, Bosons, Pho (2019, Wiley-VCH)",Claude Cohen-Tannoudji,2019,75,hash_dup_1,possible_duplicate,29308eddcf767649d3efa7bc977496f420172c447ec31bfad35a3dffeb9636e0,2425
(Adaptive Computation and Machine Learning series) Kevin P. Murphy - Machine Learning_ A Probabilistic Perspective-The MIT Press (2012).pdf,25.7,machine_learning,low,True,Machine Learning: A Probabilistic Perspective,Kevin P. Murphy,2012,75,fuzzy_dup_392,possible_duplicate,1977d7e8acc598eae1adc9dc671897dedd1ae710f5f3271ca9f2f8aa9d464984,1098
"(Graduate Texts in Mathematics) V. I. Arnold, A. Weinstein, K. Vogtmann - Mathematical Methods Of Classical Mechanics-Springer (1989).pdf",20.9,mathematics,medium,True,"V. I. Arnold, A. Weinstein, K. Vogtmann - Mathematical Methods Of Classical Mechanics-Springer",Administrator,1989,75,hash_dup_24,possible_duplicate,372993c587f7f6571790521acfb61eaf8fc857c451da549a064627b04ac8e194,536
Gilbert Strang - Introduction to Linear Algebra-Wellesley-Cambridge Press (2016).pdf,103.2,algebra,low,True,Introduction to Linear Algebra-Wellesley,Gilbert Strang,2016,75,,,b8ac82bd36fce9ac5f7c9a931c2a5f2491c784ab032072a0da9072a6cd585563,587
Graduate Texts in Mathematics 103 Serge Lang-Complex Analysis-Springer 2003.pdf,31.8,analysis,low,True,Complex Analysis,Serge Lang,2003,75,fuzzy_dup_423,possible_duplicate,d038ee085129274aa84e89dd5c81ea2bb155cee189272befe2b81c909bcb07b7,504
"Herbert Goldstein, Charles P. Poole, John L. Safko-Classical Mechanics (3rd Edition)-Addison Wesley (2001).pdf",26.6,dynamical_systems,low,True,Classical Mechanics (3rd Edition),Herbert Goldstein; Charles P. Poole; John L. Safko,2001,75,hash_dup_206,possible_duplicate,d7c49c3ab36aaa1b9d553ba02368703719f90814df2ea003365753f24bf31b01,647
John David Jackson-Classical Electrodynamics-John Wiley 1999.pdf,56.4,physics,low,True,John David Jackson-Classical Electrodynamics-John Wiley 1999,Sarang Kulkarni,1999,75,,,47563fb4b9725e3b2a7dc5a58aa16ba510a9fa1275cf7b46fe2f5e56ebe14f9e,834
Kevin P. Murphy - Probabilistic Machine Learning_ An Introduction-The MIT Press (2021).pdf,80.3,machine_learning,low,True,Probabilistic Machine Learning: An Introduction,Kevin P. Murphy,2021,75,,,b0e2307e746165b1223fe5522b783cb899f36bd4bdfca549358b3a5f0e7a2582,863
 Claude Cohen-Tannoudji Bernard Diu Franck LaloÃ - Quantum Mechanics Volume 2_ Angular Momentum Spin and Approximation Methods 2019 Wiley-VCH - libgenli.pdf,34.7,physics,low,True,"Quantum Mechanics, Volume 2",Cohen-Tannoudji; Claude; Diu; Bernard; Laloë; Franck,2019,70,,,4193f5fea5371eeea8e3d5402cd2b53d3a504c346b199fda564ea204382e15f5,692
(Dover books on physics and chemistry) Richard D. Mattuck-A guide to Feynman diagrams in the many-body problem-Dover Publications (1992)-2.pdf,12.3,unclassified,unclassified,True,A guide to Feynman diagrams in the many-body problem,Richard D. Mattuck,1992,70,hash_dup_18,possible_duplicate,c826a688d8c0726d3895e5f64b6711406469201771ceee1879e717035de6d8c0,440
(Graduate Texts in Mathematics 211) Serge Lang (auth.) - Algebra-Springer-Verlag New York (2002).pdf,14.7,algebra,low,True,Serge Lang (auth.) - Algebra-Springer-Verlag New York,Daniel,2002,70,,,6330e6e58677d8e04f94fccbbc99630bcf265a9d3c0acc48704e8a6406365da7,934
Gilbert Strang - Differential Equations and Linear Algebra-Wellesley - Cambridge Press (2014).pdf,39.6,mathematics,medium,True,Differential Equations and Linear Algebra-Wellesley,Gilbert Strang,2014,70,,,3754329986ebe363ae7442a6803866cb5e404947dd721e58c71f96396e0e4cc2,514
Gilbert Strang - Introduction to Linear Algebra Fifth Edition-WELLESLEY -CAMBRIDGE PRESS (2016 ).pdf,49.9,algebra,low,True,Gilbert Strang - Introduction to Linear Algebra Fifth Edition-WELLESLEY -CAMBRIDGE PRESS (2016 ),,2016,70,,,ddde7148b8d8ef73e1d30cea28ddf9777d67438bb8ccdf2f6906814eb3f70d2c,585
Graduate Texts in Mathematics V I Arnold A Weinstein K Vogtmann-Arnold V I Mathematical Methods Of Classical Mechanics-Springer 1989.pdf,18.9,mathematics,medium,True,Graduate Texts in Mathematics V I Arnold A Weinstein K Vogtmann-Arnold V I Mathematical Methods Of Classical Mechanics-Springer 1989,Roberto,1989,70,,,4903576f8ee0a0fa876d513005e2d1e087e5ac7cffd5af9770bc6b33681e9db0,536
"Salas, Saturnino L._ Etgen, Garret J._ Hille, Einar - Calculus One and Several Variables 10th Ed Textbook + Student Solutions Manual-John Wiley & Sons Inc  (2007).pdf",52.4,mathematics,low,True,Calculus - One Variable,Salas; Hille; Etgen,2007,70,,,eca38600d481871af7196f76f3a2553f4c5d823e0b84dfaedde5c5b65c9e40fb,726
"Uday Kamath, Kevin Keenan, Garrett Somers, Sarah Sorenson - Large Language Models_ A Deep Dive-Springer (2024).pdf",30.7,rag_llm,medium,True,Large Language Models: A Deep Dive,Uday Kamath; Kevin Keenan; Garrett Somers; Sarah Sorenson,2024,70,hash_dup_346,possible_duplicate,c14da8038806dedeece9f5a2add5040412c05b11c8532df36865ce2bf6259fc2,496
(Adaptive Computation and Machine Learning) Richard S. Sutton_ Andrew G. Barto - Reinforcement Learning_ An Introduction-MIT Press (2020).pdf,69.7,machine_learning,low,True,Richard S. Sutton: Andrew G. Barto - Reinforcement Learning: An Introduction-MIT Press,,2020,65,hash_dup_6,possible_duplicate,2dd0d71d9ee883fbeb99f9b888c65ac3255fae2512203d11b18e838befffe9a6,548
"(Cambridge Monographs on Applied and Computational Mathematics 34) Yuri A. Kuznetsov, Hil G. E. Meijer - Numerical Bifurcation Analysis of Maps-Cambridge University Press (2019).pdf",142.8,dynamical_systems,low,True,Numerical Bifurcation Analysis of Maps,Yuri A. Kuznetsov; Hil G. E. Meijer,2019,65,,,d9b100523e4d2368be1606a6c17834ce3945e96bbacde4d466ac8562c444474f,423
"(Pure and Applied Mathematics_ A Wiley-Interscience Series of Texts, Monographs and Tracts) Gerald B. Folland-Real Analysis_ Modern Techniques and Their Applications-Wiley-Interscience (1999).pdf",7.9,mathematics,medium,True,Real Analysis: Modern Techniques and Their Applications-Wiley,Gerald B. Folland,1999,65,hash_dup_41,possible_duplicate,de07cef31253c1a2e1166ffcb011c203f9ad1641368d3949bc31edb477174341,402
"(Schaum's Outline Series) Hwei Hsu - Schaum's Outline of Probability, Random Variables, and Random Processes, Second Edition-McGraw-Hill (2010).pdf",31.4,probability_theory,low,True,"Schaum's Outline of Probability, Random Variables, and Random Processes",Hwei P. Hsu,2010,65,fuzzy_dup_396,possible_duplicate,50585cd4e78fa59441d1e02b18ec5c6a2e5a6e9ccd8a12b47120a0f65b39060a,432
"Abraham R., Marsden J.E. - Foundations of mechanics-Addison-Wesley (1987).pdf",32.5,unclassified,unclassified,True,Foundations of mechanics-Addison,Abraham R; Marsden J.E,1987,65,hash_dup_171,possible_duplicate,881f19339dc585768196b400c1134283cb2686270c3fdc073f46aa2ada7761d9,838
Dr Claude Gignoux Dr Bernard SilvestreBrac authSolved Problems in Lagrangian and Hamiltonian MechanicsSpringer Netherlands 2009.pdf,17.0,dynamical_systems,low,True,Dr Claude Gignoux Dr Bernard SilvestreBrac authSolved Problems in Lagrangian and Hamiltonian MechanicsSpringer Netherlands 2009,4<8=8AB@0B>@,2009,65,,,a09fcda6e2bb4b8e30facb7cd0f26a549ad6d876fb061659d92fcb2619ebcd5a,476
Dylan Shields - AWS Security-Manning Publications (2022).pdf,22.0,unclassified,unclassified,True,AWS Security,Dylan Shields,2022,65,,,f99e4110b5747dffd6d0fabe0bf915f79d69375833a1cba8f3afd30c800e3ab6,311
George M. Zaslavsky - Hamiltonian Chaos and Fractional Dynamics-Oxford University Press (2005).pdf,17.8,dynamical_systems,medium,True,Hamiltonian Chaos and Fractional Dynamics,George M. Zaslavsky,2005,65,hash_dup_247,possible_duplicate,fdbd85a1be29d803c9c6d5b900463d4362ea8fa2c3f5e6c0e02090786b93ebaf,436
Gerald B. Folland - Introduction to partial differential equations-Princeton University Press (1995).pdf,14.3,mathematics,medium,True,Introduction to partial differential equations,Gerald B. Folland,1995,65,hash_dup_248,possible_duplicate,66af7daf3a9270ab21b13cc5dddbb9be12f7e5b8212b0169fe7a527eb62b59cd,334
JJ Geewax - Google Cloud Platform in Action-Manning Publications (2018).pdf,25.1,unclassified,unclassified,True,Google Cloud Platform in Action,JJ Geewax,2018,65,,,e992cbe5e06e35862a19ba2d39bb828bf35bcc66a225212e67441375621b91b0,632
"James Stewart, Daniel K. Clegg, Saleem Watson, Lothar Redlin - Calculus_ Early Transcendentals. 9e-Cengage Learning (2020).pdf",42.1,mathematics,low,True,Calculus: Early Transcendentals. 9e,James Stewart; Daniel K. Clegg; Saleem Watson; Lothar Redlin,2020,65,,,7d6866dec1ef99f8605e931e7a4406e66338096bb750c0c1eaac598ae2add57e,1421
"John H. Argyris, Gunter Faust, Maria Haase, Rudolf Friedrich (auth.) - An Exploration of Dynamical Systems and Chaos_ Completely Revised and Enlarged Second Edition-Springer-Verlag Berlin Heidelberg (.pdf",60.4,dynamical_systems,medium,True,An Exploration of Dynamical Systems and Chaos,John Argyris (Deceased); Gunter Faust; Maria Haase; Rudolf Friedrich (Deceased),,65,hash_dup_268,possible_duplicate,0c954cdbda25d36e93129c70105bbeb322793ae04bce94a128243012b050e322,884
L D Landau E M Lifschitz-Fluid Mechanics-Elsevier 1987.pdf,32.5,unclassified,unclassified,True,L D Landau E M Lifschitz-Fluid Mechanics-Elsevier 1987,Admin,1987,65,,,207ede14d7e85777db9d62632ecd3de29b178361e0894fd5209f0fb6242a12dd,551
"Linear Mixed Models _ A Practical Guide Using Statistical -- Brady T_ West, Kathleen B_ Welch, Andrzej T_ Gaecki, Brenda -- 1, 3, 2022 -- Chapman and -- 9781000598261 -- 31742598b6e8e788ac6d817f5edbd62a -- Anna’s Archive.pdf",30.1,statistics,low,True,Linear Mixed Models: A Practical Guide Using Statistical Software: Third Edition,Brady T. West,2022,65,hash_dup_285,possible_duplicate,69ffe59a1daabaf33ecc34f2731e39148129fcf17c43c7c3955315758f395a65,490
"MacKay, Robert S._ Meiss, J. D - Hamiltonian dynamical systems_ a reprint selection (2020, CRC Press) - libgen.li.pdf",30.4,dynamical_systems,high,True,Hamiltonian Dynamical Systems,R S MacKay,2020,65,,,6f540a12c7dbbe00305fae0916a7e05891b5387a0ab5c30aa408b2cd7a8368d0,797
Michael Edward Peskin_ Daniel V Schroeder-An introduction to quantum field theory-Addison-Wesley 1995.pdf,34.7,algebra,low,True,Michael Edward Peskin: Daniel V Schroeder-An introduction to quantum field theory-Addison-Wesley 1995,John,1995,65,,,28f9571291161c9d6c2c30b5cf11a5e1cd73b7c8c30bea35a7eb5d22eb36d9a4,864
S. Abdullaev - Construction of Mappings for Hamiltonian Systems and Their Applns-Springer (2006).pdf,18.9,dynamical_systems,low,True,Construction of Mappings for Hamiltonian Systems and Their Applns,S. Abdullaev,2006,65,hash_dup_324,possible_duplicate,0b9ad0c15a0c9bcb4e8492fdacc9c52d102fba6354afb4cbd016b8e26b048f08,383
"Steven H. Strogatz - Nonlinear Dynamics and Chaos_ With Applications to Physics, Biology, Chemistry, and Engineering-Westview Press_CRC Press (2018).pdf",29.4,dynamical_systems,medium,True,Nonlinear Dynamics and Chaos,Steven H. Strogatz,2018,65,,,72510edf5b234a2bdabeb73f0000c1a01d36b16ea57d53c07fa913bed898276b,532
"Vladimir I. Arnol'd, Vladimir I. Arnold, Roger Cooke - Ordinary Differential Equations-Springer (1992).pdf",16.6,mathematics,medium,True,Ordinary Differential Equations,Vladimir I. Arnol'd; Vladimir I. Arnold; Roger Cooke,1992,65,hash_dup_349,possible_duplicate,0072a904cf8ffff99ff2be9530339253449e40367f6dfa29c564b251434c7ffe,338
"(2nd) Andrew Hunt_ David Hurst Thomas - The Pragmatic Programmer_ Your Journey to Mastery, 20th Anniversary Edition-Addison-Wesley Professional (2019).pdf",4.2,unclassified,unclassified,True,"The Pragmatic Programmer: your journey to mastery, 20th Anniversary Edition, 2nd Edition",Andrew Hunt & David Thomas,2019,60,,,7a540d76a37f29d57446ea34795e5dd759d9763c6f3f573c25df347045a07055,497
(Addison-Wesley series in physics) Herbert Goldstein-Classical mechanics-Addison-Wesley Pub. Co (1980).pdf,27.7,dynamical_systems,low,True,Herbert Goldstein-Classical mechanics-Addison-Wesley Pub. Co,,1980,60,hash_dup_7,possible_duplicate,317f998b2111fe4ee9b3b7663bbc5137d7e86ae338491ad2b4ca0c46197ffb7f,691
"(CFA Institute Investment Series) Jerald E. Pinto, Elaine Henry, Thomas R. Robinson, John D. Stowe, Paul F. Miller Jr. - Equity Asset Valuation-Wiley (2015).pdf",12.1,unclassified,unclassified,True,"Jerald E. Pinto, Elaine Henry, Thomas R. Robinson, John D. Stowe, Paul F. Miller Jr. - Equity Asset Valuation-Wiley",,2015,60,,,c3857d5adb11fb250fe19c86e595f65ea7f959f90b528c855f941de13b42f02f,621
"(CFA Institute Investment Series) Michelle R. Clayman Martin S. Fridson, George H. Troughton - Corporate Finance Workbook_ Economic Foundations and Financial Modeling-Wiley (2022).pdf",8.9,mathematics,low,True,Corporate Finance Workbook,CFA Institute; Clayman; Michelle R; Fridson; Martin S; Troughton; George H,2022,60,,,3abf38402d09ec060510c8671269e1fd2e7106c3d80e03f00ee52fcd08134b16,177
"(Classics in Mathematics 224) David Gilbarg, Neil S. Trudinger (auth.) - Elliptic Partial Differential Equations of Second Order-Springer-Verlag Berlin Heidelberg (2001).pdf",33.4,mathematics,high,True,"David Gilbarg, Neil S. Trudinger (auth.) - Elliptic Partial Differential Equations of Second Order-Springer-Verlag Berlin Heidelberg",,2001,60,hash_dup_16,possible_duplicate,d180ad4a606a334a9370423ab2fc66fcfe3278c883c5895cce16354bc3741b73,530
"(Course of Theoretical Physics, Volume 5) L D Landau, E.M. Lifshitz-Statistical Physics, Third Edition, Part 1_ Volume 5 . Volumen 5. Part 1-Butterworth-Heinemann (1980).pdf",31.6,unclassified,unclassified,True,Landau L.D. & Lifschitz E.M.- Vol. 5 - Statistical Physics part 1,Luca Merlo,1980,60,hash_dup_17,possible_duplicate,8de53196a9764e720edd8c0c79a6e5e0277d7984d94b275a16a551312fd4840a,562
"(Encyclopaedia of Mathematical Sciences 3) Vladimir I. Arnold (auth.), Vladimir I. Arnold (eds.) - Dynamical Systems III-Springer Berlin Heidelberg (1988).pdf",9.2,dynamical_systems,low,True,978-3-662-02537-6_Book_PrintPDF.pdf,asaul,1988,60,hash_dup_19,possible_duplicate,6c1138b0bcfdc3c9e24e8119fdd3eab375f7ddf013ea2163fe6e86973f915920,305
(Graduate Texts in Mathematics 60) V. I. Arnold (auth.) - Mathematical Methods of Classical Mechanics-Springer-Verlag New York (1989).pdf,13.1,mathematics,medium,True,V. I. Arnold (auth.) - Mathematical Methods of Classical Mechanics-Springer-Verlag New York,,1989,60,hash_dup_22,possible_duplicate,d2f7a416fc0cdbeabde8f91af46855ce3f00808265b05c4b6e1fe40a583fdb3d,529
"(INTERNATIONAL SERIES IN PURE AND APPLIED PHYSICS) Barger, Vernon_ Olsson, Martin-Classical Mechanics_ A modern perspective-McGraw-Hill (1995).pdf",50.5,dynamical_systems,high,True,"Barger, Vernon: Olsson, Martin-Classical Mechanics: A modern perspective-McGraw-Hill",,1995,60,,,af84f9bfbefdd9a3de6385f29711d365d299fff3d7dfb96292b4b4c6471d7c55,216
(Lecture Notes in Mathematics 1893) Heinz Hanβmann (auth.)-Local and Semi-Local Bifurcations in Hamiltonian Dynamical Systems-Springer-Verlag Berlin Heidelberg (2007).pdf,9.1,dynamical_systems,high,True,Heinz Hanβmann (auth.)-Local and Semi-Local Bifurcations in Hamiltonian Dynamical Systems-Springer-Verlag Berlin Heidelberg,4<8=8AB@0B>@,2007,60,hash_dup_29,possible_duplicate,f89b91e90d0827401f5a743b6249e220c2382e073fc8e1a54c30927166fe3245,247
"(Lecture Notes in Physics) Vladimir Gerdjikov, Gaetano Vilasi, Alexandar Borisov Yanovski - Integrable Hamiltonian Hierarchies_ Spectral and Geometric Methods-Springer (2008).pdf",12.1,dynamical_systems,low,True,"Vladimir Gerdjikov, Gaetano Vilasi, Alexandar Borisov Yanovski - Integrable Hamiltonian Hierarchies: Spectral and Geometric Methods-Springer",,2008,60,,,f0e92c67a7d923c495f3b5017bfe261bd6d16180c60969b533856cdc9b32715c,642
"(NATO ASI Series 246) Bruce A. Conway, Timothy J. Elsner (auth.), Archie E. Roy (eds.) - Long-Term Dynamical Behaviour of Natural and Artificial N-Body Systems-Springer Netherlands (1988).pdf",15.3,dynamical_systems,low,True,"Bruce A. Conway, Timothy J. Elsner (auth.), Archie E. Roy (eds.) - Long-Term Dynamical Behaviour of Natural and Artificial N-Body Systems-Springer Netherlands",,1988,60,hash_dup_33,possible_duplicate,303cc4aa1931ad1247482de0af8246c8ec7ca5b756591c31c734df1945853163,515
(Springer Undergraduate Mathematics Series) Andrew Pressley (auth.)-Elementary Differential Geometry-Springer-Verlag London (2010).pdf,21.6,topology_geometry,low,True,Andrew Pressley (auth.)-Elementary Differential Geometry-Springer-Verlag London,Andrew Pressley,2010,60,,,a10483efa93f28a3379a79601e4955ac95279a762684319bcfcd2d145e8ed1fb,486
"(Texts in Applied Mathematics) Alexandre J. Chorin, Jerrold E. Marsden-A Mathematical Introduction to Fluid Mechanics-Springer (2000).pdf",8.2,mathematics,medium,True,A Mathematical Introduction to Fluid Mechanics,Alexandre J. Chorin; Jerrold E. Marsden,2000,60,hash_dup_58,possible_duplicate,6a1c4979414a2b16dfc29d02b92de5b2f5e722c34c8569ff670a0bc01fad862a,182
(The Manchester Physics Series) Franz Mandl - Statistical Physics-John Wiley & Sons Inc (1988).pdf,33.0,unclassified,unclassified,True,Franz Mandl - Statistical Physics-John Wiley & Sons Inc,Mandl; Franz(Author),1988,60,hash_dup_60,possible_duplicate,6ade8f3b1cfbea87c5e5956db61fd35a930db589ec982681a99a65aad87ffeaf,454
Aditya Bhargava - Grokking Algorithms_ An illustrated guide for programmers and other curious people-Manning Publications (2016).pdf,24.8,unclassified,unclassified,True,Grokking Algorithms,Aditya Bhargava,2016,60,fuzzy_dup_407,possible_duplicate,130fe5f44268db12b9b876c5b17707ea72408931242aed0022e9738e8ee40781,258
"Andrew Gelman, Jennifer Hill, Aki Vehtari - Regression and Other Stories-Cambridge University Press (2020).pdf",6.1,unclassified,unclassified,True,Regression and Other Stories,Andrew Gelman; Jennifer Hill; Aki Vehtari,2020,60,hash_dup_178,possible_duplicate,1d727532cebe34f2359ed3d9e2253f413824bb1f51151a2c82c5a39e3e36fd23,552
Classical Electrodynamics J D Jackson 3rd edition.pdf,84.3,physics,low,True,Classical Electrodynamics J D Jackson 3rd edition,Acampo GmbH,,60,,,a6741ca75da07bad5200a3a74128646ea10763434f8bf3bc32c37012a621ca42,833
"Daniel Jurafsky, James H. Martin - Speech and Language Processing [draft]-Prentice Hall (2008).pdf",41.2,unclassified,unclassified,True,Speech and Language Processing [draft],Daniel Jurafsky; James H. Martin,2008,60,,draft,25be3ac7d9ad27cc5555fad21ff58eeb29b8efd73ec88117f71b08695d217c7e,1039
David Griffiths-Introduction to Elementary Particles-Wiley-VCH 2008.pdf,28.3,unclassified,unclassified,True,David Griffiths-Introduction to Elementary Particles-Wiley-VCH 2008,,2008,60,,,ca4df6d995e827460d981437e98c7180421b0819546ddd4be31ec733579f65e9,468
"David J. Griffiths - Introduction to Electrodynamics (2017, Cambridge University Press) - libgen.lc (1).pdf",35.3,physics,low,True,"David J. Griffiths - Introduction to Electrodynamics (2017, Cambridge University Press) - libgen.lc (1)",,2017,60,,,40f30bed8869b8ad53c7f5c0f5fca0a974913cd27821b43020efd069dbf32e71,623
"David J. Griffiths, Darrell F. Schroeter - Introduction to Quantum Mechanics 3rd Edition with Second errata (2018, Cambridge University Press) - libgen.li.pdf",6.7,physics,low,True,"David J. Griffiths, Darrell F. Schroeter - Introduction to Quantum Mechanics 3rd Edition with Second errata (2018, Cambridge University Press)",,2018,60,,,98621b00cada5709380458a1117b2c9379245f2f87e9edd4caaad9aa7f820a06,528
"David J. Griffiths, Darrell F. Schroeter - Introduction to Quantum Mechanics-Cambridge University Press (2018).pdf",7.8,physics,low,True,Introduction to Quantum Mechanics,David J. Griffiths; Darrell F. Schroeter,2018,60,hash_dup_216,possible_duplicate,cf3d4b8a0e78740e5845f4cffa231cb65cef2842b6d6e50311741bd3dcade1ec,527
Dover Books on Physics and Chemistry Richard D Mattuck-A Guide to Feynman Diagrams in the Many-Body Problem-Dover Publications 1992.pdf,20.0,unclassified,unclassified,True,Dover Books on Physics and Chemistry Richard D Mattuck-A Guide to Feynman Diagrams in the Many-Body Problem-Dover Publications 1992,,1992,60,,,2e76586981f5485050454b0c0bcf2392a4419dd9c01f39df0cbf06bfb9d2fcc8,459
Felix Munoz-Garcia - Advanced Microeconomic Theory_ An Intuitive Approach with Examples-The MIT Press (2017).pdf,55.9,unclassified,unclassified,True,Advanced Microeconomic Theory,Felix Munoz,2017,60,,,ef3db31c399f0b590c1a03fbb340a027db7fe9a97d6cff43283c0b16e6581711,891
Gerald B. Folland-Advanced Calculus-Pearson (2002).pdf,14.3,mathematics,low,True,Advanced Calculus,Gerald B. Folland,2002,60,,,491f97d30f16bced09c253501d49c2ab47d7024f16ae899cd5ab43ecce4ee3d8,473
JJ Geewax - API Design Patterns-Manning Publications (2021).pdf,11.5,software_engineering,low,True,API Design Patterns,JJ Geewax,2021,60,hash_dup_265,possible_duplicate,58db1d768108e6a56c1ba1f3872c57243c1f3b8a8554547582b16dc805371cb4,481
"John Hull - Options, Futures, and Other Derivatives, Global Edition-Pearson (2021).pdf",33.9,unclassified,unclassified,True,"Options, Futures, and Other Derivatives, Global Edition",John Hull,2021,60,hash_dup_270,possible_duplicate,36748bb660c075cad059b3f6ca2b648b185ecbc866a3291e30cca272a345ba8e,881
"Judea Pearl - Causality_ Models, Reasoning and Inference-Cambridge University Press (2009).pdf",7.3,mathematics,low,True,"Causality: Models, Reasoning and Inference",Judea Pearl,2009,60,,,0c1e7bd1676260feb5ec909839b01f1ff16538febfe23755192e565895202e4c,487
Lawrence Weinstein John A Adam - Guesstimation_ Solving the Worlds Problems on the Back of a Cocktail Napkin -Princeton University Press 2008.pdf,8.6,unclassified,unclassified,True,Guesstimation: Solving the World’s Problems on the Back of a Cocktail Napkin,Lawrence Weinstein; John A. Adam,2008,60,,,9e65dde49d33ff01f5ccafd83be45f59160b844be86d0d69ca7f2f7dcb5f9708,320
"Martha Alvarez-Ramírez, Joaquín Delgado (auth.), J. Delgado, E. A. Lacomba, J. Llibre, E. Pérez-Chavela (eds.) - New Advances in Celestial Mechanics and Hamiltonian Systems_ HAMSYS-2001-Springer US (2.pdf",16.0,dynamical_systems,medium,True,"Martha Alvarez-Ramírez, Joaquín Delgado (auth.), J. Delgado, E. A. Lacomba, J. Llibre, E. Pérez-Chavela (eds.) - New Advances in Celestial Mechanics and Hamiltonian Systems: HAMSYS-2001-Springer US (2",4<8=8AB@0B>@,2001,60,hash_dup_290,possible_duplicate,6df300c02cb7dd84a7bb364162ba4b0ac2a6c17d4262d86da9a8c8609580d8f0,260
Nylen Erik Lee_ Wallisch Pascal - Neural data science _ a primer with MATLAB and Python-Academic Press 2017.pdf,13.5,data_science,low,True,Neural Data Science,Erik Lee Nylen; Pascal Wallisch,2017,60,,,262cd619642fb522078ba1cc5d230847bc19e5942263b5dc9f8922d9a7fc1e81,370
"Philippe Jorion - Value at Risk, 3rd Ed._ The New Benchmark for Managing Financial Risk-McGraw-Hill (2006) 2.pdf",22.6,finance,low,True,"Value at Risk, 3rd Ed.: The New Benchmark for Managing Financial Risk-McGraw",Philippe Jorion,2006,60,fuzzy_dup_441,possible_duplicate,ebb0510a8744f8a90d0dde4856fd8683afe619993c4f979eabecdb78bca600d4,596
Richard L Burden J Douglas FairesNumerical analysisBrooksCole Cengage Learning 2011.pdf,14.5,numerical_methods,low,True,"Numerical Analysis, 9th ed.",Richard L. Burden,2011,60,,,c5af17c41cc4049f9b3f028ad513182d316d6d1c7a1d683250fb18bda2e48d6d,895
Sebastian Raschka - Build a Large Language Model (From Scratch)-Manning (2024).pdf,17.3,rag_llm,medium,True,Build a Large Language Model (From Scratch),Sebastian Raschka,2024,60,,,d7865cabfb42af2e51adc5d4895d656623fa42edf3e1c7c9c6761a88f176b930,370
"Stephen Boyd, Lieven Vandenberghe - Introduction to Applied Linear Algebra_ Vectors, Matrices, and Least Squares-Cambridge University Press (2018) 2.pdf",6.5,algebra,low,True,"Introduction to Applied Linear Algebra: Vectors, Matrices, and Least Squares",Stephen Boyd; Lieven Vandenberghe,2018,60,hash_dup_332,possible_duplicate,096aa6aabd4c80cf64fce21a77854fe00368c60eebedf41b7ecdb8d8e5ef8343,473
Steven E. Shreve - Stochastic Calculus for Finance II_ Continuous-Time Models (Springer Finance) (v. 2)-Springer (2004).pdf,7.5,mathematics,medium,True,Stochastic Calculus for Finance II: Continuous-Time Models (Springer Finance) (v. 2),Steven E. Shreve,2004,60,hash_dup_74,possible_duplicate,6da090ca423eeac63bde50891058a274e774a340fb493d446e4f58ce9aba760b,570
"Steven L. Brunton, J. Nathan Kutz - Data-Driven Science and Engineering_ Machine Learning, Dynamical Systems, and Control-Cambridge University Press (2019) 2.pdf",72.7,dynamical_systems,low,True,"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",Steven L. Brunton; J. Nathan Kutz,2019,60,hash_dup_334,possible_duplicate,c154a8cf8677459bd5d8fa7ba2af05bd6bb3d554c913eb8616df53e778a835e5,495
Texts in Applied Mathematics 22 J W Thomas authNumerical Partial Differential Equations Finite Difference MethodsSpringerVerlag New York 1995.pdf,11.6,mathematics,high,True,Texts in Applied Mathematics 22 J W Thomas authNumerical Partial Differential Equations Finite Difference MethodsSpringerVerlag New York 1995,,1995,60,,,a33f0236726053cabb46eb961bc884d1d2cc9bed029db31394d2579a26010852,451
